41163|0|4533|İLİMTEPE-95 EVLER-İZMİT-OTOGAR
41010|0|4525|OTOGAR-BAYINDIRLIK-UMUTTEPE
41025|0|4521|KİPA AVM-PLAJYOLU-YUVAM AKARCA
41407|1|4487|KİRAZPINAR - İSTASYON
41565|1|4471|BARIŞ MAH.- ANİBAL - YENİ MH - Ç.KENT - K.B.B. GEBZE GARAJI
41175|1|4428|UMUTTEPE-İZMİT-ÇAMLITEPE-KİRAZLIYALI
43250|0|4418|GEBZE OTOGAR - SABİHA GÖKÇEN HAVAALANI
41410|1|4409|BAYRAMOĞLU-KİRAZPINAR
41570|1|4402|BARIŞ MAH-ANİBAL-YENİ MH-Ç.ÇİLER-MEVLANA KAPALI PAZAR-K.B.B.GARAJI
41053|1|4395|UMUTTEPE-TUANA EVLERİ-TOPÇULAR-BATI TERMİNALİ
41243|0|4390|BALABAN - İZMİT
41641|1|4384|İZMİT - DÖNGEL (ESKİ YOL)
41717|0|4380|ŞİRİNKÖY-DEVLET HAST.-ÇARŞAMBA PAZARI-ÇARŞI
41210|0|4376|KARTEPE-UMUTTEPE
41080|1|4371|YUVAM AKARCA - PLAJ YOLU
41677|0|4362|HİSAREYN - ESENTEPE- GÖLCÜK
41624|1|4356|İZMİT-DİŞ HASTANESİ-YUVACIK
51084|0|4339|KANDIRA-KURTYERİ-KEFKEN-CEBECİ-BABALI-DİKİLİ
41066|1|4337|SEPETÇİ-BATI TERMİNALİ
41409|0|4289|İSTASYON - BARIŞ MAHALLESİ
41135|0|4284|KÖRFEZKENT-YENİKENT-YAHYA KAPTAN-YUVAM AKARCA
42081|1|4265|TREN GARI-BOĞAZOVA CADDESİ-GÜNDOĞDU
41135|1|4263|YUVAM AKARCA-YAHYA KAPTAN - YENİKENT - KÖRFEZKENT
41175|0|4252|KİRAZLIYALI-ÇAMLITEPE-İZMİT-OTOGAR-UMUTTEPE
41634|0|4241|YEŞİLKENT - İZMİT(YENİ YOL)
41216|0|4209|UZUNBEY-ERTUĞRULGAZİ MH.-İZMİT-BATI TERMİNALİ
41590|0|4202|TOSB-Ş.PINAR - ÇAYIROVA - KÖŞKLÜÇEŞME - M.PAŞA - GEBZE OTOGAR
41431|0|4194|İSTASYON - KİRAZPINAR
41752|0|4167|KARAMÜRSEL - İZMİT YENİ YOL
51068|0|4159|ESELER- İZMİT
41262|1|4105|İZMİT - MAŞUKİYE
41813|1|4081|KANDIRA D.HASTANESİ-AKÇAKAYRAN
51020|1|4057|İZMİT-AVLUBURUN-EŞMEAHMEDİYE
41007|0|4025|OTOGAR-ŞEHİR HASTANESİ
41515|1|4016|TOSB - DARICA - KENTÖNÜ
41590|1|4015|GEBZE OTOGAR - M.PAŞA - KÖŞKLÜÇEŞME - ÇAYIROVA - ŞEKERPINAR - TOSB
41600|0|3993|DOĞANTEPE-KULLAR-İZMİT-UMUTTEPE
41711|1|3981|OTOGAR-ESKİ GARAJLAR-ÇARŞI-SARAYLI
41715|0|3967|ŞİRİNKÖY-DEVLET HAST.-ESKİ GARAJLAR-ÇARŞI
41600|1|3957|UMUTTEPE-İZMİT-KULLAR-DOĞANTEPE
41210|1|3947|UMUTTEPE-KARTEPE
41650|0|3930|HAVUZLUBAHÇE-YENİKÖY-İZMİT-UMUTTEPE
41216|1|3902|B.TERMİNALİ-VİLLAM-BEŞEVLER-ERTUĞRUL GAZİ-UZUNBEY
41515|0|3889|KENTÖNÜ - DARICA - TOSB
41028|0|3876|YUVAM AKARCA-OTOGAR-BATI TERMİNALİ
41565|0|3849|K.B.B. GEBZE GARAJI - Ç.KENT - YENİ MH - ANİBAL - TÜBİTAK - BARIŞ MAH.
41507|0|3822|İSTASYON - NENEHATUN - DARICA
41091|0|3806|ŞAHİN TEPESİ-CUMHURİYET MAH.-P.YOLU TRAMVAY-D.KIŞLA
41080|0|3786|PLAJ YOLU - YUVAM AKARCA
41029|0|3784|OTOGAR-ALİKAHYA-KAVANİUM
51082|1|3780|CEBECİ-KEFKEN-DOĞANLAR-KUMCAĞIZ-KERPE-KANDIRA
41671|0|3753|YAZLIK - GÖLCÜK
41051|1|3714|TUANA EVLERİ-TOPÇULAR-BATI TERMİNALİ
41124|0|3697|KÖRFEZKENT-SOPALI-HALKEVİ-SANAYİ
41001|1|3694|ŞEHİR HASTANESİ-BATI TERMİNALİ
41630|1|3693|UMUTTEPE-İZMİT-YUVACIK MERKEZ-AYDINKENT (ESKİ YOL) 
41633|1|3688|İZMİT(ESKİ YOL) - YEŞİLKENT
41641|0|3677|DÖNGEL - İZMİT (ESKİ YOL)
41170|0|3669|KİRAZLIYALI-ALTYOL-İZMİT-OTOGAR-UMUTTEPE
41635|1|3619|İZMİT-YEŞİLKENT-PLAJYOLU GARAJ(ESKİ YOL)
41102|0|3615|MERSİNCİK-YENİKENT-SOPALI
41650|1|3595|UMUTTEPE-İZMİT-YENİKÖY-HAVUZLUBAHÇE
51063|1|3584|TAVŞANCIL - HASTANE - DEMİRCİLER - KÖSELER - TOKİ -TEPECİK
41431|1|3572|KİRAZPINAR - İSTASYON
41716|0|3564|ŞİRİNKÖY-TOKİ-DEVLET HAST.-ESKİ GARAJLAR-ÇARŞI
41630|0|3562|YUVACIK MERKEZ-AYDINKENT-İZMİT-UMUTTEPE
41625|1|3505|İZMİT(ESKİ YOL)-AYDINKENT-YUVACIK
41621|1|3500|İZMİT - YUVACIK
41202|0|3488|ATAKENT - İZMİT
42325|1|3447|SIRASÖĞÜTLER - MARMARAY - GEBZE - DİLİSKELESİ
41612|0|3437|KARTONSAN - İZMİT
41262|0|3431|MAŞUKİYE - İZMİT
41169|0|3406|İLİMTEPE - TÜTÜNÇİFTLİK
41752|1|3406|İZMİT - KARAMÜRSEL YENİ YOL
41570|0|3401|K.B.B. GARAJI-MEVLANA KAPALI PAZAR-Ç.ÇİLER-YENİ MH-ANİBAL-BARIŞ MAH.
41718|0|3390|ŞİRİNKÖY-ŞEHİTLER MAH. PAZARTESİ PAZARI-ÇARŞI
41016|0|3375|D.KISLA-SANTRAL-ERENLER-IZMIT KENT-SANTRAL-BULVAR-D.KISLA
41091|1|3353|D.KIŞLA-TRAMVAY-CUMHURİYET MAH.-ŞAHİN TEPESİ-KURUÇEŞME
41731|0|3325|DEĞİRMENDERE - GÖLCÜK
41261|1|3317|İZMİT - MAŞUKİYE
41202|1|3314|İZMİT - ATAKENT
41213|1|3305|İZMİT-İSTASYON-KARTEPE KAYMAKAMLIK-SARIMEŞE
41205|0|3302|BAHÇELİEVLER-ATAEVLERİ-İSTASYON-İZMİT
41051|0|3254|BATI TERMİNALİ-TOPÇULAR-TUANA EVLERİ
41635|0|3196|BAHÇECİK-YEŞİLKENT-İZMİT-UMUTTEPE
41218|0|3189|SARIMEŞE-İZMİT
41025|1|3166|YUVAM AKARCA-PLAJYOLU-KİPA AVM
41014|0|3124|A KAPISI-BESYO-İLAHİYAT FAKÜLTESİ-SAĞLIK FAKÜLTESİ​-A KAPI
41711|0|3124|SARAYLI-ÇARŞI-DİŞ HASTANESİ-OTOGAR
41242|1|3098|İZMİT - Ş.SULHİYE
41504|1|3087|DARICA-FARABİ-S.SÖĞÜTLER-GEBZE TEKNİK-KENTÖNÜ
41241|1|3077|İZMİT-ACISU
41124|1|3076|SANAYİ-HALKEVİ-SOPALI-KÖRFEZKENT
41102|1|3063|SOPALI HASTANE-MERSİNCİK
41306|1|3063|HASTANE - BELEDİYE - DİLİSKELESİ
