42766|41 J 4017|2617
41433|41 BR 433|2617
41341|41 BR 341|2617
41538|41 AIG 538|2615
42666|41 J 4069|2614
41579|41 AIG 579|2613
42509|41 J 4121|2611
47262|41 J 0443|2611
41429|41 BR 429|2611
42644|41 J 4178|2609
42426|41 J 4079|2608
41582|41 AIG 582|2608
41635|41 AKN 635|2607
42126|41 J 4094|2604
41695|41 ALL 695|2603
42480|41 J 4329|2601
41436|41 BR 436|2600
41387|41 BR 387|2599
42108|41 J 4107|2598
42690|41 J 4026|2597
10209|41 AEC 064|2597
43155|41 J 6033|2596
47597|41 HO 1774|2596
41345|41 BR 345|2595
42719|41 HO 4514|2590
41416|41 BR 416|2589
41319|41 BR 319|2587
41506|41 AIG 506|2584
41432|41 BR 432|2583
41292|41 BR 292|2583
42358|41 J 4081 |2582
41736|41 ATT 736|2582
42349|41 HO 4436|2581
42788|41 J 4321|2580
41764|41 ATT 764|2579
41581|41 AIG 581|2579
42780|41 J 4063|2577
41303|41 BR 303|2577
42533|41 J 4319|2575
41397|41 BR 397|2575
42241|41 J 4128|2574
43167|41 J 6010|2572
42275|41 J 4059|2569
41317|41 BR 317|2569
41297|41 BR 297|2568
41751|41 ATT 751|2565
41392|41 BR 392|2561
41325|41 BR 325|2557
10188|41 VN 267|2555
42700|41 J 4031|2552
29057|41 AIB 420|2552
10201|41 ATB 698|2550
42168|41 J 4034|2547
42190|41 J 4056|2545
41367|41 BR 367|2544
41271|41 BR 271|2543
41531|41 AIG 531|2543
42771|41 J 4041|2542
41336|41 BR 336|2542
42094|41 J 4245|2541
42697|41 J 4064|2541
41617|41 AIG 617|2540
41318|41 BR 318|2538
41269|41 BR 269|2535
42510|41 J 4098|2533
47118|41 J 0446|2531
10190|41 YR 825|2528
42138|41 J 4004|2526
29052|41 H 0198|2524
41755|41 ATT 755|2523
41308|41 BR 308|2520
41527|41 AIG 527|2520
46070|41 BD 761|2516
42346|41 J 4072|2515
41370|41 BR 370|2515
41525|41 AIG 525|2515
42191|41 J 4057|2512
42435|41 J 4067|2510
25505|41 HO 6523|2510
44654|41 J 0083|2509
42264|41 HO 5413|2506
13063|41 HO 5542|2505
41288|41 BR 288|2498
41571|41 AIG 571|2497
44614|41 J 0030|2495
41333|41 BR 333|2495
42367|41 J 4074 |2494
41663|41 ALL 663|2494
42478|41 J 4327|2493
41519|41 AIG 519|2493
42622|41 J 4332|2490
41643|41 AKN 643|2490
41547|41 AIG 547|2489
42761|41 J 4291|2487
44222|41 J 0222|2487
41419|41 BR 419|2487
41402|41 BR 402|2487
41694|41 ALL 694|2485
41592|41 AIG 592|2485
10133|41 APR 974|2484
41512|41 AIG 512|2481
42574|41 J 4356|2480
14003|41 HO 6410|2477
41428|41 BR 428|2476
42256|41 J 4089|2474
42553|41 J 4200|2472
46002|41 AH 630|2471
41765|41 ATT 765|2470
41516|41 AIG 516|2470
15011|41 HO 6030|2465
41647|41 AKN 647|2464
13049|41 SA 604|2463
42626|41 J 4053|2463
42507|41 HO 4051|2462
44194|41 J 0194|2460
42675|41 J 4096|2457
42577|41 J 4146|2456
42348|41 J 4105|2456
29054|41 HO 6066|2456
18028|41 LK 515|2455
41365|41 BR 365|2455
42721|41 J 4210|2454
42038|41 HO 4438|2453
41591|41 AIG 591|2452
41707|41 ALL 707|2449
42089|41 HO 4913|2447
10204|34 EB 2267|2447
42062|41 J 4140|2446
41301|41 BR 301|2440
41020|41 RL 620|2439
10132|34 HT 8917|2439
46074|41 AEC 092|2437
41361|41 BR 361|2433
42649|41 J 4006|2432
41412|41 BR 412|2431
42604|41 J 4328|2430
42177|41 J 4043|2430
41330|41 BR 330|2430
44294|41 J 0294|2426
41362|41 BR 362|2426
46078|41 BZ 501|2424
42497|41 J 4231|2423
42458|41 J 4145|2422
10163|34 TY 0516|2422
41640|41 AKN 640|2420
41153|41 PN 172|2419
42663|41 J 4206|2417
42765|41 J 4055|2417
41685|41 ALL 685|2416
44352|41 J 0024|2415
41381|41 BR 381|2415
41665|41 ALL 665|2414
41622|41 AKN 622|2412
42137|41 J 4003|2411
41803|41 AUJ 803|2411
41675|41 ALL 675|2411
42758|41 J 4100|2410
41371|41 BR 371|2409
41632|41 AKN 632|2408
41358|41 BR 358|2407
46047|41 BP 075|2407
41787|41 AUJ 787|2404
46009|41 RN 255|2402
41522|41 AIG 522|2401
42714|41 J 4007|2396
42736|41 J 4066|2393
41565|41 AIG 565|2393
42749|41 J 4354|2392
28002|41 AJC 749|2392
41346|41 BR 346|2391
42360|41 J 4116|2390
42706|41 J 4314|2389
41400|41 BR 400|2389
41306|41 BR 306|2388
42751|41 J 4122|2387
41251|41 BR 251|2387
41204|41 BR 204|2386
42183|41 J 4049|2385
42356|41 HO 4900|2384
41741|41 ATT 741|2381
46019|41 PC 961|2380
25529|41 M 8001|2380
13046|41 HK 773|2380
42075|41 HO 4919|2379
43064|41 J 6044|2377
42073|41 J 4134|2377
29011|41 H 8228|2377
41626|41 AKN 626|2377
41726|41 ATB 726|2376
41669|41 ALL 669|2376
42634|41 J 4271|2375
42399|41 J 4114|2375
42713|41 J 4358|2374
41357|41 BR 357|2374
42726|41 J 4267|2370
42196|41 J 4062|2370
41605|41 AIG 605|2370
42755|41 J 4318|2367
44281|41 J 0281|2367
28050|41 HO 5572|2367
42571|41 J 4236|2366
47107|41 J 0435|2366
41374|41 BR 374|2363
42589|41 J 4241|2362
41542|41 AIG 542|2360
41510|41 AIG 510|2360
46081|41 HO 5584|2358
42405|41 J 4135|2355
41584|41 AIG 584|2354
41391|41 BR 391|2352
44446|41 J 0524|2351
41644|41 AKN 644|2347
44548|41 J 0018|2345
41272|41 BR 272|2345
42446|41 HO 4009|2344
41545|41 AIG 545|2343
42629|41 J 4266|2342
47223|41 J 0332|2342
16011|41 HO 1327|2341
42387|41 J 4050|2339
41364|41 BR 364|2337
41219|41 BR 219|2337
42134|41 J 4000|2336
42760|41 HO 4531|2335
41666|41 ALL 666|2335
41514|41 AIG 514|2332
42694|41 J 4033|2330
26018|41 HO 6018|2329
42605|41 J 4360|2328
42035|41 HO 4433|2327
41375|41 BR 375|2327
41237|41 BR 237|2326
12018|41 M 9003|2325
42029|41 HO 4432|2325
29013|41 GH 548|2325
41548|41 AIG 548|2325
42119|41 J 4118|2324
28013|41 AFP 715|2323
41649|41 AKN 649|2322
41353|41 BR 353|2320
41530|41 AIG 530|2320
42464|41 J 4301|2319
44298|41 J 0298|2319
42034|41 HO 4431|2319
41662|41 ALL 662|2319
41511|41 AIG 511|2318
42114|41 J 4113|2317
28023|41 DJ 421|2317
41750|41 ATT 750|2317
25509|41 M 8034|2315
13067|41 HO 5539|2315
37054|41 HO 2141|2312
42796|41 J 4047|2311
42699|41 J 4362|2308
42795|41 HO 4089|2306
67019|41 HO 6419|2305
29014|41 H 0559|2305
41515|41 AIG 515|2305
25009|41 E 4845|2304
41347|41 BR 347|2304
44581|41 HO 1638|2300
11303|41 HO 1336|2300
41627|41 AKN 627|2300
42646|41 J 4058|2299
44256|41 J 0256|2299
29039|41 E 0576|2299
44235|41 HO 1851|2297
38105|41 AHJ 611|2296
41266|41 BR 266|2291
18025|41 BK 440|2291
42688|41 J 4042|2290
41248|41 BR 248|2290
42609|41 J 4230|2287
47202|41 J 0344|2286
25513|41 M 8023|2285
49050|41 HO 3012|2285
49041|41 HO 3007|2283
42469|41 J 4307|2282
42578|41 J 4235|2282
41205|41 BR 205|2282
41609|41Â AIG 609|2281
13047|41 HO 5535|2276
42753|41 J 4192|2275
47071|41 J 0400|2275
42380|41 J 4260|2274
42727|41 J 4191|2273
42182|41 J 4048|2273
42746|41 J 4295|2272
25504|41 M 8036|2271
41406|41 BR 406|2270
25515|41 AGA 314|2269
42764|41 J 4306|2268
42723|41 J 4209|2264
25523|41 M 8000|2263
43132|41 J 6065|2262
41316|41 BR 316|2261
42687|41 J 4207|2259
42133|41 J 4101|2259
41246|41 BR 246|2258
41639|41 AKN 639|2253
13035|41 HO 5509|2252
43163|41 J 6029|2251
41661|41 ALL 661|2250
29044|41 H 0558|2249
42344|41 J 4186|2248
41681|41 ALL 681|2245
41328|41 BR 328|2242
42007|41 HO 4430|2241
44147|41 J 0147|2239
44542|41 HO 1514|2239
44408|41 J 0295|2237
42573|41 J 4355|2236
47101|41 HO 1752|2236
47533|41 J 0506|2234
44233|41 HO 1849|2234
10189|34 FCK 081|2233
43053|41 J 6051|2232
42793|41 J 4008|2232
41339|41 BR 339|2228
18026|41 AZ 160|2228
41360|41 BR 360|2227
41030|41 HB 630|2222
44114|41 J 0114|2221
41309|41 BR 309|2221
42640|41 J 4277|2219
41160|41 PN 209|2218
42120|41 J 4119|2218
42617|41 J 4108|2218
41423|41 BR 423|2218
46072|41 ALF 255|2212
42768|41 J 4258|2211
15007|41 HO 6035|2210
28048|41 HO 5566|2210
13003|41 HO 5536|2206
41537|41 AIG 537|2206
44305|41 J 0305|2204
41641|41 AKN 641|2204
29048|41 E 0758|2203
42466|41 J 4303|2202
47186|41 HO 1761|2197
41395|41 BR 395|2197
26093|41 ADY 599|2195
41211|41 BR 211|2194
42249|41 J 4073|2192
44630|41 HO 1595|2192
44355|41 J 0263|2190
28042|41 HO 5571|2189
18032|41 E 6028|2186
49104|41 J 7003|2185
43048|41 J 6001|2185
42335|41 J 4195|2184
42799|41 HO 5027|2181
42273|41 J 4046|2180
42737|41 J 4361|2178
42118|41 J 4117|2177
47047|41 J 0376|2176
42731|41 J 4352|2175
42300|41 J 4211|2172
44238|41 J 0238|2172
42373|41 J 4060|2171
44641|41 HO 1561|2171
41408|41 BR 408|2168
41244|41 BR 244|2167
46075|41 FH 229|2166
41302|41 BR 302|2164
41679|41 ALL 679|2159
42195|41 J 4061|2158
47600|41 HO 1709|2158
12044|41 M 9029|2157
42334|41 J 4194 |2155
42173|41 J 4039|2155
41262|41 BR 262|2155
41034|41 HB 634|2154
41337|41 BR 337|2154
42638|41 J 4275|2153
47170|41 J 0395|2153
41350|41 BR 350|2151
41296|41 BR 296|2151
47567|41 J 0487|2150
44533|41 J 0245|2150
41285|41 BR 285|2150
46040|41 AP 336|2149
38112|41 HO 1799|2148
41550|41 AIG 550|2148
44583|41 J 0102|2147
41597|41 AIG 597|2146
41699|41 ALL 699|2145
44602|41 J 0156|2142
39021|41 HO 6160|2140
49045|41 HO 3085|2137
41264|41 BR 264|2135
47221|41 J 0361|2134
41369|41 BR 369|2133
42030|41 HO 4434|2130
42304|41 J 4203|2129
42174|41 J 4040|2129
41672|41 ALL 672|2126
41593|41 AIG 593|2122
18009|41 BZ 125|2121
41659|41 ALL 659|2121
42102|41 J 4129|2119
41656|41 ALL 656|2119
41534|41 AIG 534|2119
25502|41 JA 853|2118
47039|41 J 0368|2118
41238|41 BR 238|2117
33019|41 E 7654|2116
42679|41 J 4184|2115
49093|41 HO 3000|2113
44099|41 HO 1574|2112
39006|41 J 3203|2111
28045|41 KA 448|2110
47552|41 J 0493|2110
15001|41 AFP 315|2110
41344|41 BR 344|2109
41379|41 BR 379|2107
42692|41 J 4254|2104
24015|41 BR 004|2104
41670|41 ALL 670|2104
41438|41 BR 438|2101
13011|41 ATC 674|2101
47080|41 J 0408|2100
42781|41 J 4309|2096
10302|41 HO 4401|2096
41257|41 BR 257|2096
41786|41 AUJ 786|2096
41788|41 AUJ 788|2095
47158|41 HO 1754|2094
42676|41 J 4035|2093
44248|41 J 0248|2092
41256|41 BR 256|2091
24006|41 HO 2136|2090
44221|41 J 0221|2089
49125|41 J 7001|2088
42747|41 J 4213|2088
45037|41 J 0516|2087
42330|41 J 4189|2084
41728|41 ATB 728|2084
42701|41 J 4137|2082
33020|41 GD 707|2082
42756|41 J 4316|2080
42529|41 J 4300|2080
47511|41 J 0504|2080
41276|41 BR 276|2080
42588|41 HO 4422|2079
41035|41 HB 635|2079
44667|41 HO 1109|2076
41634|41 AKN 634|2075
28040|41 HO 5569|2074
44665|41 HO 1000|2068
42471|41 J 4311|2065
42324|41 J 4181|2065
42581|41 J 4126|2065
41589|41 AIG 589|2065
10141|41 VC 351|2063
42178|41 J 4044|2061
46076|41 HO 5593|2061
47559|41 J 0475|2059
38110|41 HO 1798|2059
18016|41 HK 413|2054
41411|41 BR 411|2054
44679|41 HO 1649|2053
16004|41 ALY 114|2053
13041|41 HO 5538|2052
25524|41 M 8038|2050
41805|41 AUJ 805|2050
41633|41 AKN 633|2049
41630|41 AKN 630|2049
41720|41 ASC 720|2048
41724|41 ATB 724|2046
42289|41 J 4109|2044
47585|41 J 0472|2044
41667|41 ALL 667|2043
44302|41 J 0302|2040
41676|41 ALL 676|2039
41563|41 AIG 563|2038
44506|41 J 0178|2036
47570|41 J 0380|2035
13002|41 HO 5513|2034
42597|41 J 4237|2033
42331|41 J 4190|2033
17025|41 HO 6139|2032
41773|41 ATT 773|2032
44621|41 HO 1581|2031
41265|41 BR 265|2031
42754|41 J 4217|2030
47022|41 J 0351|2030
42320|41 J 4224|2029
39018|41 J 3204|2029
41230|41 BR 230|2029
41574|41 AIG 574|2028
10206|41 AKF 152|2027
41389|41 BR 389|2026
42658|41 J 4215|2025
42712|41 J 4037|2025
13020|41 HO 5504|2025
47527|41 J 0481|2023
41673|41 ALL 673|2023
42792|41 HO 4100|2022
41654|41 ALL 654|2021
18027|41 K 9602|2015
42539|41 J 4312|2014
44120|41 J 0120|2012
41234|41 BR 234|2012
41552|41 AIG 552|2010
44275|41 J 0275|2009
21058|41 AF 064|2009
25116|41 JB 628|2008
44435|41 HO 1548|2007
41338|41 BR 338|2007
18020|41 NN 390|2006
41401|41 BR 401|2004
28028|41 H 1821|2003
41152|41 PN 170|2002
41225|41 BR 225|2002
42064|41 HO 4916|2001
42733|41 J 4262|1999
44411|41 HO 1853|1999
28001|41 RP 743|1998
42342|41 J 4188|1998
41383|41 BR 383|1998
41240|41 BR 240|1998
41224|41 BR 224|1998
18033|41 HO 5556|1997
41520|41 AIG 520|1994
44112|41 J 0112|1993
15009|41 HO 6033|1993
18021|41 AJ 982|1993
38107|41 HO 1797|1989
44479|41 J 0267|1986
41283|41 BR 283|1986
35022|41 HO 6096|1982
28049|41 HO 5565|1980
41611|41 AIG 611|1976
42100|41 J 4263|1975
44241|41 HO 1857|1975
12081|41 M 9001|1974
25517|41 M 8017|1974
45014|41 HO 1942|1974
41286|41 BR 286|1974
41590|41 AIG 590|1974
44309|41 J 0309|1973
33022|41 GG 011|1973
47042|41 J 0371|1972
29024|41 H 0282|1972
41664|41 ALL 664|1972
33014|41 HO 6408|1971
47565|41 J 0502|1967
44075|41 J 0075|1967
47139|41 HO 1779|1966
47142|41 J 0471|1964
49095|41 HO 3092|1964
47172|41 HO 1743|1963
41518|41 AIG 518|1963
13038|41 LR 079|1961
67063|41 HO 1356|1960
44500|41 J 0077|1959
42298|41 J 4204|1957
29004|41 H 3797|1957
41658|41 ALL 658|1957
41208|41 BR 208|1956
42323|41 J 4180|1954
38037|41 AV 052|1954
42770|41 J 4296|1953
21038|41 RS 717|1951
47264|41 J 0404|1951
44197|41 J 0197|1948
41770|41 ATT 770|1948
42592|41 J 4244|1947
49032|41 HO 3090|1945
47275|41 HO 1691|1945
42728|41 J 4185|1944
41310|41 BR 310|1944
25047|41 J 3295|1943
44236|41 J 0236|1943
44230|41 J 0230|1943
42286|41 J 4171 |1941
42689|41 J 4308|1940
47599|41 HO 1715|1940
49120|41 J 7033|1938
42222|41 J 4175|1938
10194|34 CMK 798|1938
47529|41 J 0503|1937
37040|41 HO 2148|1937
42447|41 J 4219|1936
47231|41 J 0469|1935
44671|41 HO 1535|1935
47044|41 J 0373|1933
25514|41 M 8039|1931
44095|41 J 0095|1930
42568|41 HO 4425|1930
41311|41 BR 311|1930
15008|41 J 3217|1929
41284|41 BR 284|1929
49013|41 F 0069|1927
28043|41 ALD 084|1927
44624|41 J 0028|1925
67026|41 PD 941|1923
21005|41 LB 944|1921
47266|41 J 0418|1921
15002|41 HO 6034|1921
42624|41 J 4197|1920
13053|41 HO 5523|1920
42230|41 J 4256|1918
42063|41 J 4138|1918
41304|41 BR 304|1918
42787|41 HO 4077|1917
41022|41 BJ 622|1917
42643|41 J 4292|1913
41245|41 BR 245|1911
29060|41 NC 535|1910
44625|41 J 0034|1908
49009|41 HO 3079|1908
41671|41 ALL 671|1908
41652|41 ALL 652|1908
42555|41 J 4130|1907
49176|41 HO 3082|1907
41684|41 ALL 684|1907
41504|41 AIG 504|1907
42514|41 J 4297|1902
44683|41 J 0066|1902
49175|41 J 7002|1901
42655|41 J 4111|1900
43144|41 J 6012|1899
44330|41 J 0228|1899
36048|41 HO 2024|1899
44303|41 J 0303|1898
41562|41 AIG 562|1898
37055|41 HO 2156|1896
41394|41 BR 394|1896
38098|41 AIN 339|1895
28046|41 HO 5568|1893
41422|41 BR 422|1892
41158|41 PN 201|1891
41322|41 BR 322|1891
41789|41 AUJ 789|1891
43056|41 J 6052|1889
49136|41 HO 3067|1887
21016|41 HO 2163|1887
44516|41 J 0125|1884
48084|41 ALR 629|1882
44136|41 J 0136|1881
42326|41 HO 4005|1881
42031|41 HO 4435|1880
44247|41 J 0247|1875
28003|41 GR 662|1875
41687|41 ALL 687|1871
42308|41 J 4214|1870
28035|41 E 2575|1870
41677|41 ALL 677|1870
44491|41 J 0009|1868
67028|41 HO 1320|1866
41710|41 ALL 710|1865
41227|41 BR 227|1864
47188|41 J 0381|1862
19034|41 HO 5628|1860
49105|41 HO 3107|1860
41393|41 BR 393|1860
42319|41 J 4223|1859
42170|41 J 4036|1857
47555|41 J 0480|1856
42550|41 J 4216|1855
41533|41 AIG 533|1855
44598|41 J 0154|1854
44401|41 J 0065|1854
37053|41 HO 2149|1854
37015|41 HO 2153|1851
45013|41 HO 1941|1851
41239|41 BR 239|1851
49161|41 HO 3047|1850
42554|41 J 4133|1848
33023|41 GG 015|1848
41713|41 ARM 713|1848
13022|41 RT 234|1846
48079|41 J 2018|1846
49107|41 HO 3074|1846
25508|41 K 9564|1845
42777|41 J 4299|1845
47031|41 HO 1694|1844
41706|41 ALL 706|1844
29003|41 AEL 563|1841
42366|41 J 4176|1839
47516|41 J 0498|1838
41683|41 ALL 683|1838
44527|41 J 0189|1836
41693|41 ALL 693|1836
25120|41 JC 767|1834
29051|41 HO 6042|1834
44682|41 HO 1605|1834
45026|41 HO 1813|1833
41686|41 ALT 396|1833
44686|41 HO 1654|1831
47596|41 HO 1714|1830
41621|41 AKN 621|1830
49156|41 F 2754|1829
33012|41 J 3085|1827
47598|41 HO 1613|1827
41202|41 BR 202|1827
44503|41 J 0086|1826
41226|41 BR 226|1826
41228|41 BR 228|1824
49083|41 HO 3060|1823
48147|41 HO 2092|1823
41036|41 HB 636|1823
25031|41 J 3277|1822
12076|41 M 9025|1821
13069|41 ATG 468|1820
49021|41 J 7105|1819
42740|41 J 4198|1819
44568|41 J 0160|1819
47227|41 HO 1727|1818
47526|41 J 0500|1816
47595|41 HO 1783|1815
41041|41 HB 641|1812
44414|41 J 0282|1811
47592|41 HO 1786|1811
46012|41 SE 505|1810
67017|41 APK 914|1809
42309|41 J 4220|1808
13021|41 KH 276|1803
42773|41 J 4304|1803
28044|41 DG 693|1803
12094|41 M 0237|1802
47261|41 HO 1701|1802
47161|41 J 0417|1801
44465|41 J 0137|1801
44676|41 J 0132|1801
39019|41 J 3209|1798
47206|41 J 0413|1798
21008|41 B 2637|1798
49061|41 HO 3057|1796
44637|41 HO 1922|1796
19009|41 HO 5623|1795
41028|41 HB 628|1794
41612|41 AIG 612|1793
42377|41 HO 3901|1791
41781|41 AUJ 781|1791
21055|41 ABU 824|1791
44461|41 J 0082|1790
29016|41 H 0557|1790
18002|41 AP 353|1790
28006|41 HC 058|1788
13015|41 HO 5533|1787
42020|41 HO 4426|1786
42729|41 J 4345|1785
24019|41 J 2085|1785
33031|41 HO 6122|1785
41229|41 BR 229|1785
42610|41 J 4234|1783
16007|41 HO 1332|1783
37001|41 R 3523|1782
42339|41 J 4199|1782
21027|41 DK 269|1781
35107|41 SR 642|1780
42569|41 J 4045|1780
47100|41 HO 1751|1780
41564|41 AIG 564|1780
44650|41 J 0205|1779
41019|41 RT 619|1777
29063|41 HO 6055|1777
41559|41 AIG 559|1777
41150|41 PN 163|1775
41648|41 AKN 648|1774
44681|41 HO 1502|1772
49082|41 R 3427|1771
42325|41 J 4182|1769
35023|41 HO 6097|1768
41421|41 BR 421|1768
25530|41 HO 6527|1764
49074|41 HO 3011|1764
35114|41 HO 6099|1763
44539|41 J 0244|1761
44545|41 J 0073|1761
26004|41 HO 6028|1759
10311|41 J 4284|1758
13066|41 HO 5505|1757
29047|41 E 5028|1757
48131|41 HO 2085|1756
42505|41 HO 3918|1755
44644|41 J 0039|1753
41332|41 BR 332|1752
41524|41 AIG 524|1752
