42041|0|41 ALL 663|SAHİL OTOPARK - BALIKHAN - LEYLA ATAKAN CAD. CUMHURİYET PARKI - SEKAPARK
42041|0|41 ALL 669|SAHİL OTOPARK - BALIKHAN - LEYLA ATAKAN CAD. CUMHURİYET PARKI - SEKAPARK
42041|0|41 ALL 670|SAHİL OTOPARK - BALIKHAN - LEYLA ATAKAN CAD. CUMHURİYET PARKI - SEKAPARK
42041|0|41 ALL 680|SAHİL OTOPARK - BALIKHAN - LEYLA ATAKAN CAD. CUMHURİYET PARKI - SEKAPARK
